Genbank Accession,Official Symbol,Z-Score,P-value,FDR,Q-value,Fold-change Mutant/Control,Endstage Mean,Endstage STD,Con D130 Mean,Con D130 STD
NM_172739,Grlf1,-0.734710694,0.483217695,0.735875295,0.380205368,0.903891493,1.362407778,0.288310884,1.507269167,0.421705726
NM_009162,Scg5,-0.139589907,0.891467807,0.955301962,0.509325253,0.903980823,0.068658067,0.101435316,0.0759508,0.097556085
NM_001130868,,-0.197612497,0.848088507,0.934843979,0.495017757,0.904003361,0.541778556,0.437398607,0.599310333,0.617260145
NM_175252,6720457D02Rik,-0.140454825,0.891043937,0.955149581,0.505693541,0.904029933,0.070465156,0.095689307,0.0779456,0.104473216
NM_029409,5230400G24Rik,-0.576664091,0.583642658,0.799724884,0.413613795,0.904145294,3.0838,0.60631897,3.410735,1.297480827
NM_178364,Zfp369,-1.177948442,0.269594608,0.561907405,0.272885325,0.90422816,2.222928889,0.317822715,2.458371667,0.415162522
NR_002322,,-0.558483889,0.586056294,0.800827382,0.419031527,0.904332717,2.228523,1.02203152,2.464273333,0.610552529
NM_146178,Ccdc106,-0.305350127,0.765739457,0.894863141,0.47192907,0.904453818,0.087698556,0.058659638,0.096963,0.056826665
NM_001042671,Prei4,-0.132736016,0.896678367,0.956911281,0.508922859,0.904551563,0.257067222,0.409357249,0.284193,0.37263874
NM_134068,Dusp22,-0.245145723,0.813697235,0.918757511,0.480453991,0.904699087,0.875885778,0.426355321,0.9681515,0.853665348
NM_013910,Fbxl10,-0.396389119,0.702352717,0.864696128,0.45551766,0.904760538,0.866899778,0.325693073,0.958153833,0.497264236
NM_001163639,,-0.170149247,0.869944542,0.944486557,0.500901072,0.904814171,0.031366756,0.021830778,0.034666517,0.044032788
NM_001031808,Mrpl41,-0.345120857,0.738552417,0.882965589,0.465226257,0.904968305,1.084996667,0.496570627,1.198933333,0.699677541
NM_133950,Kdelr1,-0.21201548,0.83615636,0.929161987,0.48744556,0.904977047,9.176975556,8.378973619,10.14056167,8.78243208
NM_026493,Cspp1,-0.679509333,0.509646932,0.753460134,0.394589557,0.905032239,4.396545556,1.765290507,4.857888333,0.829588651
NM_175028,Adnp2,-0.343198479,0.744360912,0.885562199,0.463772792,0.905042501,0.610834,0.112309347,0.674923,0.448132566
NM_027889,Vps11,-0.888292236,0.390525216,0.668167252,0.339488635,0.905154669,2.506314444,0.692927959,2.768935,0.452041966
NM_007382,Acadm,-0.366535284,0.726376735,0.876128077,0.458816786,0.905224444,1.986276667,0.529121097,2.194236667,1.320903227
NM_133778,2900046G09Rik,-0.283581367,0.784792558,0.905691761,0.475342479,0.905346478,0.148691556,0.06855091,0.164237183,0.122056847
NM_027185,Def6,-0.262052507,0.797387422,0.911157927,0.47889737,0.905762006,0.939511,0.878656357,1.037260333,0.565815069
NM_019676,Plcd1,-0.27316933,0.793577905,0.9097104,0.47959535,0.90579135,0.192957667,0.072049585,0.213026617,0.17006969
NM_001170552,,-0.274668757,0.790878078,0.908720812,0.477445738,0.90587022,0.570509667,0.293900129,0.629791833,0.471078053
NM_001081679,F930017I19Rik,-0.291936829,0.779557735,0.902976186,0.475389692,0.905961019,0.289573,0.107858483,0.31963075,0.236323202
NM_011630,Nr2c2,-1.101834692,0.301341719,0.590149623,0.299602145,0.90596809,3.060977778,0.433578826,3.378681667,0.611159072
NM_023434,Tox4,-0.762260108,0.464204981,0.722093321,0.37669728,0.905970753,2.892755556,0.675026824,3.19299,0.791862531
NM_001008421,Nol10,-0.483458159,0.637759137,0.831700221,0.435221134,0.905995568,1.231486556,0.530178092,1.359263333,0.481379725
NM_027072,,-0.109225221,0.914724467,0.964023588,0.515671608,0.906125264,0.045874011,0.10794238,0.050626567,0.059931713
NM_178737,AW551984,-0.285369526,0.781356798,0.904006417,0.474967479,0.906210908,0.067306278,0.042198917,0.0742722,0.048866925
NM_053183,Ddx50,-0.796000007,0.440369465,0.705586913,0.362856394,0.906231618,4.400254444,1.316163648,4.855551667,0.898954229
NM_007661,Cdc2l1,-0.540655269,0.598931059,0.807995511,0.423112666,0.90627271,15.02760111,5.783025589,16.581765,5.223420523
NM_001190473,,-0.125914872,0.904448181,0.959913912,0.510510684,0.906283632,0.469285144,0.192825191,0.517812667,0.93081078
NM_054046,Def8,-0.277130853,0.78638577,0.906687078,0.475808128,0.906440048,0.371488289,0.360392124,0.409832167,0.168145571
NM_027897,Rhpn2,-0.144219231,0.888807341,0.95391371,0.509268672,0.906509564,0.154789333,0.163833618,0.170753117,0.235840617
NM_133734,Wdr23,-0.69490532,0.499569214,0.746943519,0.388460731,0.906773867,1.810727667,0.663441735,1.99689,0.370368565
NM_175124,Lrrc28,-0.211697559,0.83570243,0.929063216,0.488652003,0.906835935,0.184818,0.197836987,0.203805333,0.14890838
NM_201232,Nipbl,-0.679003173,0.513466277,0.756063407,0.388460731,0.906933355,5.508105556,2.388962643,6.07333,0.594056835
NM_013837,Tpst1,-0.358042504,0.726093959,0.876068309,0.461076258,0.906964512,1.217302222,0.846152528,1.342171833,0.50246398
NM_025337,Akr7a5,-0.181590177,0.860384207,0.940497755,0.499811658,0.906987136,0.063879089,0.052458305,0.070429983,0.077291137
NM_007729,Col11a1,-0.173875267,0.865025512,0.94308342,0.502819746,0.906990033,0.173508158,0.201310662,0.191301063,0.189243266
NM_019740,Foxo3a,-0.626193065,0.542296887,0.774319468,0.39968208,0.907066434,2.870417778,1.172600088,3.164506667,0.637763227
NM_153074,Lrrc25,-0.218788737,0.830555185,0.925974859,0.48579996,0.907202322,0.072811,0.069244651,0.080258833,0.061288466
NM_030205,Coro7,-0.421118514,0.686800331,0.85630401,0.451423015,0.907243284,1.900095556,0.527732067,2.094361667,1.044592336
NM_008364,Il1rap,-0.327298307,0.749758224,0.887714284,0.467511537,0.90735085,0.430089444,0.251255244,0.474005667,0.256780515
NM_001170691,,-0.391509644,0.701827114,0.864499169,0.457675934,0.907431986,0.993988444,0.633505425,1.095386167,0.367297221
NM_018736,Mre11a,-0.48057598,0.638872756,0.83189592,0.436897814,0.907439508,0.920750889,0.47655486,1.014669167,0.278838552
NM_144933,Med17,-0.915998463,0.378065853,0.656727186,0.33437177,0.907484896,1.223137333,0.276241018,1.347832167,0.245592063
NM_029746,Cog2,-0.311245748,0.764532058,0.894268398,0.470555289,0.907491346,0.621388667,0.254027756,0.684732333,0.453314345
NM_023046,Asb1,-0.358224057,0.726724462,0.876150749,0.463032098,0.907599787,0.28174,0.158014664,0.310423167,0.147722442
NM_144908,Galnt11,-0.54698273,0.599157566,0.807995511,0.419389217,0.907654573,1.171937111,0.317763607,1.291170833,0.466677063
NM_001005523,Rsrc2,-0.763492893,0.462130467,0.721708365,0.37126619,0.907826133,8.318298889,2.025207574,9.162876667,2.14657725
NM_001163475,,-0.373041697,0.718951225,0.872763199,0.456952729,0.907933779,0.572908333,0.220757578,0.631002333,0.336188653
NM_001110351,,-0.479877668,0.649347345,0.837685487,0.436820445,0.908031755,5.624955556,0.871021245,6.194668333,2.819740658
NM_001081118,AA673488,-0.545792127,0.599676749,0.807995511,0.42108388,0.908037451,0.980708444,0.270423404,1.080030833,0.387226455
NM_009353,Terf2,-0.483889632,0.640105281,0.833072302,0.433465916,0.908082474,3.791687778,1.275019517,4.175488333,1.640367973
NM_016972,Slc7a8,-0.647999153,0.539437445,0.772280155,0.40118103,0.90813361,7.717626667,1.269157935,8.498338333,2.763235065
NM_001159516,,-0.603868334,0.55930162,0.783931358,0.413953053,0.908176714,25.2659,7.533465548,27.82046667,8.339011574
NM_001159525,,-0.522446504,0.618431953,0.820976319,0.426115623,0.908182837,1.979281111,0.424103787,2.179386167,0.871949209
NM_025844,Chordc1,-0.482466271,0.638686609,0.83189592,0.432112709,0.908292937,15.71717667,8.848798852,17.30408333,3.56517074
NM_023732,Abcb6,-0.365485492,0.721142828,0.873991235,0.458687453,0.90843101,0.229578533,0.130260384,0.252719833,0.112880949
NM_029943,Apex2,-0.230519695,0.823285996,0.923065137,0.48387146,0.908475183,0.429431222,0.280210715,0.4726945,0.398736626
NM_025845,Prpf38b,-0.377768468,0.715918337,0.871278094,0.456952729,0.908540682,219.3774444,79.60703809,241.4613333,127.5920435
NM_001164057,,-0.220523046,0.829327899,0.925400967,0.489328527,0.908555899,0.247687011,0.224990342,0.27261615,0.207192214
NM_026856,Zfp644,-0.972922735,0.348503926,0.632518188,0.321161337,0.908615605,1.938876667,0.489028544,2.13388,0.285659868
NM_009218,Sstr3,-0.171810075,0.866385361,0.94308342,0.500713154,0.908618947,0.027540619,0.034120568,0.030310417,0.027986269
NM_177821,Ep300,-0.780267396,0.449255447,0.713289134,0.367698651,0.908700813,6.313215556,1.957171867,6.947518333,1.188044617
NM_212433,Fbxo3,-0.678707698,0.513967562,0.756119578,0.398239155,0.90880564,1.278433556,0.54563529,1.406718333,0.126006239
NM_026020,Rplp2,-0.32070332,0.756503706,0.890795824,0.47109486,0.908827043,8.784622222,4.039631514,9.66589,5.867484742
NM_001159507,,-0.217778229,0.830993374,0.926198365,0.487788992,0.908898843,0.074200078,0.078576655,0.081637333,0.053678525
NR_028580,,-0.280534456,0.784816633,0.905691761,0.476479825,0.908920495,0.264455478,0.166634611,0.290955567,0.187157696
NM_001166630,,-0.21386411,0.837551132,0.930177901,0.488888012,0.909016992,0.060576317,0.027314501,0.066639367,0.06576436
NM_001101433,,-0.388009912,0.706707039,0.866587288,0.454532063,0.909074084,0.916891667,0.39521513,1.0085995,0.480676913
NM_207695,,-0.137409408,0.893762659,0.955608661,0.507273426,0.909129621,0.052676107,0.06144086,0.05794125,0.079325863
NM_181564,Dsg4,-0.137722689,0.892630575,0.955301962,0.507330072,0.909174136,0.058669856,0.09315468,0.064530933,0.071284239
NM_176860,2810457I06Rik,-0.770376863,0.455151039,0.717621185,0.374074516,0.909195995,9.455082222,2.709127837,10.39938833,2.030315477
NM_026591,Mrpl24,-0.576091553,0.574984727,0.793582799,0.419311289,0.90925485,5.224651111,2.329063311,5.74608,1.139753312
NM_175310,Pds5b,-0.828354039,0.424985151,0.693719512,0.359918014,0.909294579,2.765313333,0.640949602,3.041163333,0.625696015
NM_008951,Psmd4,-0.277266046,0.790384222,0.908709729,0.47959535,0.909318782,6.620154444,2.447801778,7.280345,5.479283547
NM_144500,Osbpl2,-0.708468562,0.491520253,0.741347444,0.386130613,0.909338658,1.568153,0.483137249,1.724498333,0.369574632
NM_133931,Pot1a,-0.499836428,0.634587672,0.829284661,0.433928085,0.909383045,1.412803556,0.269035988,1.553584667,0.654004212
NM_183308,Pon2,-0.413136712,0.692324775,0.859135411,0.453981544,0.909433521,11.25255889,3.117857097,12.37315167,6.136941742
NM_001168592,,-0.166727278,0.870150607,0.944511576,0.501815411,0.909522255,0.302845444,0.422652705,0.332972,0.277147796
NM_030198,Gins3,-0.219311852,0.831831044,0.926471128,0.486080191,0.909767061,0.190922078,0.12614593,0.2098582,0.184722832
NM_177725,Lrrc8a,-0.653626607,0.524977637,0.76296331,0.394712027,0.909875027,4.038707778,1.35603351,4.43875,1.01075957
NM_001177811,,-0.169011254,0.869301064,0.944455041,0.501455277,0.909901632,0.104816922,0.175335633,0.115195883,0.046173426
NM_001114085,,-0.351426511,0.731319446,0.878655808,0.464834175,0.909953491,1.043389222,0.762951722,1.146640167,0.360368565
NM_144837,,-0.511547557,0.625975472,0.82480789,0.424649691,0.910097635,1.900992222,0.390972979,2.088778333,0.840620051
NM_025525,Rnf113a2,-0.604419149,0.557529031,0.783139054,0.405492004,0.910158907,3.392573333,1.0839287,3.727451667,1.028863325
NM_001030306,BC037112,-0.688976701,0.50397652,0.749902049,0.388460731,0.910240483,13.15895222,4.920090133,14.45656667,2.268224384
NM_145448,9030617O03Rik,-0.35181326,0.732879193,0.87935347,0.463032098,0.910251005,1.482911,0.687776483,1.629123167,0.849094994
NM_001105196,Tcfe3,-0.230147818,0.823108293,0.923053811,0.48387146,0.910272347,4.812377778,3.344582009,5.286745,4.246450292
NM_177683,Vgll4,-0.37222577,0.719348971,0.873067028,0.457197975,0.910283922,4.056683333,1.555598241,4.456503333,2.304194767
NM_152801,Arhgef6,-0.597956901,0.560902925,0.78447309,0.411450401,0.910306629,10.20451,3.501934917,11.20997,2.964591351
NM_016896,Map3k14,-0.475667923,0.642408234,0.834466772,0.435615387,0.910352603,0.483929333,0.220190778,0.5315845,0.167034436
NR_003622,,-0.156990129,0.878492411,0.949268822,0.503563625,0.910423078,0.051182878,0.055118792,0.056218783,0.064409181
NM_009361,Tfdp1,-0.265290291,0.79604449,0.910780664,0.480615687,0.910506477,2.252869667,1.509618057,2.474303833,1.631229399
NM_001040699,Mtmr7,-0.191305457,0.852696168,0.936798345,0.495026374,0.910523754,0.188961222,0.151579771,0.20753025,0.203007009
NM_177034,Apba1,-0.316575283,0.761866022,0.893090758,0.469201657,0.910550856,0.844813333,0.261058717,0.927804667,0.605732991
NM_146068,2310008H04Rik,-0.410801433,0.69481771,0.860120128,0.450997547,0.910583027,1.301787556,0.31522274,1.429619833,0.717458068
NM_029780,Raf1,-0.82512189,0.425047428,0.693719512,0.354282562,0.91061418,1.999435556,0.503146887,2.1957,0.41315418
NM_025414,,-0.549299673,0.592113968,0.804892821,0.419389217,0.910648174,0.208295289,0.088204686,0.228733,0.055851477
NM_175234,6230409E13Rik,-0.272951201,0.789192419,0.908186063,0.476664585,0.91086851,0.144133389,0.118824963,0.158237317,0.081283724
NM_152825,Usp45,-0.545849792,0.605310184,0.811795711,0.424937127,0.910957045,1.325996667,0.199357193,1.455608333,0.558388372
NM_016795,Srpk1,-0.66618658,0.518672691,0.758683844,0.390610738,0.91105802,5.859255556,2.310738743,6.431265,0.92942071
NM_015729,Acox1,-0.513556911,0.625252943,0.824359363,0.425968265,0.911111941,1.85367,0.347983901,2.034514,0.814424655
NM_175383,B3gnt1,-0.364442973,0.721800852,0.874136784,0.461830715,0.911123423,1.774224111,1.230156037,1.947292833,0.586721499
NM_026455,2510049I19Rik,-0.770464257,0.456192713,0.718448205,0.371859949,0.911295268,4.169555556,1.388158313,4.575416667,0.616679911
NR_033625,,-0.233483677,0.819315413,0.921308853,0.48470829,0.911308705,0.780886,0.848164335,0.856884167,0.395095083
NM_203319,Dhx37,-0.364725622,0.721772071,0.874136784,0.458687453,0.911332208,0.302377444,0.164092659,0.331797167,0.145216426
NM_053271,Rims2,-0.215975129,0.832805731,0.92714753,0.488888012,0.911342663,0.413156589,0.497542068,0.453349333,0.206796612
NM_001128171,,-0.248624484,0.80968309,0.91708222,0.479975688,0.911410578,0.968119,0.567889311,1.0622205,0.802821449
NM_012001,Cops4,-0.50523547,0.628366568,0.826257,0.431628267,0.911438172,5.887896667,1.452597544,6.460006667,2.507346005
NM_028809,Arpc5l,-0.625236495,0.542641038,0.774597964,0.403203257,0.911652613,4.079145556,1.475000914,4.474451667,0.973666269
NM_010063,Dync1i1,-0.141855758,0.890435036,0.955022369,0.50706414,0.911714234,0.056913244,0.060743964,0.062424433,0.081217938
NM_147052,Olfr589,-0.082366797,0.936856542,0.973329058,0.523418999,0.911983335,0.054602722,0.067659589,0.0598725,0.146657075
NM_146281,Olfr284,-0.105456337,0.918116933,0.965298303,0.514954568,0.912201493,0.095801833,0.153836116,0.105022667,0.173478568
NM_133990,Il13ra1,-0.86122337,0.405438812,0.679583123,0.34498683,0.91221478,6.715796667,1.911308655,7.362078333,0.971290842
NM_001080769,F830021D11Rik,-0.507701619,0.625780156,0.824759724,0.426048302,0.91221617,1.567362222,0.413629019,1.718191667,0.644585148
NM_009734,Azi1,-0.409683788,0.69244872,0.859213238,0.451379505,0.912432214,0.237858,0.083121875,0.260685667,0.118415737
NM_029327,Lyrm7,-0.139988057,0.890824946,0.955101236,0.507106852,0.912496232,0.170960656,0.268074259,0.187354917,0.185423608
NM_008984,Ptprm,-0.619248113,0.548307505,0.777912833,0.401649082,0.912573684,2.832992222,0.842958322,3.104398333,0.823914067
NM_178693,Coq4,-0.230834794,0.823384763,0.923065137,0.484262697,0.91262418,0.487771767,0.283348443,0.534471667,0.438233694
NM_027544,Ggnbp1,-0.258027053,0.802527396,0.914216027,0.478822028,0.912722344,0.147730911,0.083929756,0.16185745,0.115274077
NM_009101,Rras,-0.48169437,0.638143807,0.831700221,0.432478288,0.912733436,0.561651889,0.274484024,0.6153515,0.156012775
NM_008439,Khk,-0.530895817,0.608533323,0.813657502,0.425100336,0.912782287,1.681022,0.48291633,1.841646167,0.627501467
NM_026389,Poldip2,-0.508122098,0.620975303,0.822035652,0.430368639,0.912840462,1.094341444,0.54877398,1.198831,0.230119542
NM_178689,6430537H07Rik,-0.170341227,0.868066652,0.943827178,0.500813947,0.912926197,0.1283021,0.129612882,0.1405394,0.140592239
NM_027013,Scnm1,-0.416960389,0.684537145,0.855025214,0.448847347,0.912947281,3.840719,1.717724119,4.206945,1.631459322
NM_001113553,,-0.135697158,0.894337905,0.95584915,0.507533981,0.913047648,0.666456,0.955880673,0.729924667,0.838719042
NM_144815,Cecr5,-0.229552271,0.822114315,0.92256996,0.485339856,0.913185799,0.2439762,0.253295466,0.267170383,0.135953177
NM_133979,Tmem16k,-0.309646548,0.76520768,0.894543885,0.475886818,0.913207827,0.653255,0.27016807,0.715341,0.438811445
NM_025399,Nudt14,-0.236744148,0.816555815,0.919709647,0.484426453,0.913405332,0.378521411,0.348913918,0.414406833,0.238110056
NM_001167832,,-0.592262535,0.565904082,0.786853031,0.410447645,0.913417192,0.471575222,0.207139221,0.516275833,0.074657876
NM_145967,Vstm2a,-0.128482829,0.899941882,0.958359701,0.510277944,0.913508742,0.063927936,0.124405771,0.06998065,0.054751781
NM_133687,Cxxc5,-0.488596667,0.638511326,0.83189592,0.429576707,0.913509079,1.037230333,0.282992158,1.135435167,0.434742458
NM_146069,Lrrc33,-0.560980486,0.585032733,0.800172416,0.416320169,0.913705368,7.201274444,2.531277538,7.881396667,2.132517862
NM_138682,Lrrc4,-0.169957787,0.86771109,0.943679185,0.502968972,0.913732597,0.817697778,1.007676406,0.894898333,0.749018295
NM_025400,Nat9,-0.237295941,0.819394418,0.921308853,0.483705616,0.913734581,0.534671333,0.249194575,0.5851495,0.479694009
NM_008441,Kif1b,-0.805235768,0.442251042,0.707138862,0.360178038,0.91388104,2.175652222,0.397236159,2.380673333,0.532691209
NM_013768,Prmt5,-0.783113204,0.457852222,0.719322224,0.368124436,0.914229659,1.327021111,0.209465186,1.451518333,0.349846034
NM_173402,Rgs12,-0.199671199,0.847162164,0.934396485,0.491526973,0.914250406,0.052156767,0.031845367,0.057048667,0.054086502
NM_146551,Olfr788,-0.191032442,0.851973115,0.936662382,0.495026374,0.914250703,0.0784645,0.073945999,0.085823833,0.072520686
NM_172424,Med13l,-0.814033294,0.430767782,0.697870674,0.359700595,0.91432213,1.879486667,0.47086387,2.055606667,0.364757236
NM_024250,Phf10,-0.381912268,0.71017525,0.868177069,0.45661413,0.914336516,3.300248889,2.246448246,3.609446667,0.753923502
NM_146906,Olfr853,-0.138029964,0.89284109,0.955301962,0.507679471,0.914471601,0.028843989,0.035900011,0.0315417,0.037850909
NM_178757,Irf2bp1,-0.202580404,0.842894358,0.932990129,0.490630966,0.91458885,0.703969556,0.851882844,0.7697115,0.384820823
NM_028720,3930401K13Rik,-0.424041798,0.679509793,0.851841034,0.44451914,0.91459651,1.457083333,0.627804127,1.593143333,0.595790106
NM_172517,Rbbp5,-0.808213798,0.434375374,0.700329393,0.36139636,0.91464033,3.71558,0.906047674,4.06234,0.7464553
NM_016847,Avpr1a,-0.172250805,0.86662756,0.943193236,0.500475329,0.914708124,0.022614878,0.021956309,0.0247236,0.024038237
NM_009847,Cd2ap,-0.631189637,0.542584635,0.774588397,0.398968751,0.91474039,6.948936667,2.924220606,7.596621667,0.785488566
NM_029888,Zfp142,-0.458722913,0.661286377,0.843607068,0.436824356,0.91475819,0.918797,0.203320801,1.004415167,0.42597856
NM_001042607,Ryk,-0.218340634,0.831892009,0.926471128,0.488539486,0.914855072,0.407668111,0.288899059,0.4456095,0.35431274
NM_001081232,D5Ertd579e,-0.616692141,0.553428744,0.780997231,0.401649082,0.915046333,2.743632222,0.640016309,2.998353333,0.866344317
NM_028672,4930430E16Rik,-0.181756422,0.858728953,0.939885385,0.500475329,0.915066649,0.155079044,0.168250514,0.16947295,0.13695763
